,172,D.156.DELTA,D.171.ISIRR,SARAH Global tilted radiation GTI (W/m²),SARAH Global tilted radiation GTI (W/m²)
2022-03-18 07:00:00,3.226,440.0,675.62,0.0,
2022-03-18 08:00:00,4.607,3344.0,836.143,742.3439,737.36456
2022-03-18 09:00:00,5.69,3572.0,939.744,858.858,842.31366
2022-03-18 10:00:00,6.827,3452.0,972.46,906.36804,920.44135
2022-03-18 11:00:00,7.632,3040.0,792.876,876.8974,922.0691
2022-03-18 12:00:00,7.811,2232.0,594.932,717.97217,755.9281
2022-03-18 13:00:00,7.346,1480.0,426.254,537.6234,582.5103
2022-03-18 14:00:00,6.457,836.0,223.692,373.76508,444.14816
2022-03-18 15:00:00,4.978,148.0,45.06,156.80466,242.30324
2022-03-18 16:00:00,2.83,0.0,0.506,8.478628,59.00081
2022-03-18 17:00:00,0.47,0.0,0.0,0.0,0.0
2022-03-18 18:00:00,-0.085,0.0,0.0,0.0,0.0
2022-03-18 19:00:00,-0.654,0.0,0.0,0.0,0.0
2022-03-18 20:00:00,-2.626,0.0,0.398,0.0,0.0
2022-03-18 21:00:00,-2.165,0.0,0.948,0.0,0.0
2022-03-18 22:00:00,-0.284,0.0,0.006,0.0,0.0
2022-03-18 23:00:00,0.354,0.0,0.0,0.0,0.0
2022-03-19 00:00:00,0.342,0.0,0.0,0.0,0.0
2022-03-19 01:00:00,0.028,0.0,0.0,0.0,0.0
2022-03-19 02:00:00,-1.023,0.0,0.0,0.0,0.0
2022-03-19 03:00:00,-2.503,0.0,0.0,0.0,0.0
2022-03-19 04:00:00,-3.249,44.0,24.701,0.0,0.0
2022-03-19 05:00:00,-1.194,476.0,148.949,84.4546,42.69373
2022-03-19 06:00:00,1.91,1456.0,416.758,307.6763,197.84926
2022-03-19 07:00:00,3.512,2060.0,538.542,539.282,454.7531
2022-03-19 08:00:00,3.929,1268.0,330.197,552.34924,455.47986
2022-03-19 09:00:00,4.669,1660.0,431.006,447.37936,356.11792
2022-03-19 10:00:00,5.455,2212.0,679.565,654.76184,589.60504
2022-03-19 11:00:00,6.228,2680.0,761.217,754.60364,740.60864
2022-03-19 12:00:00,7.584,3300.0,862.51,777.13055,849.9583
2022-03-19 13:00:00,7.942,2388.0,674.626,612.30115,705.091
2022-03-19 14:00:00,7.933,1476.0,394.782,398.6127,490.19904
2022-03-19 15:00:00,7.221,516.0,156.504,178.72758,275.7254
2022-03-19 16:00:00,5.224,8.0,4.104,9.537482,60.699654
2022-03-19 17:00:00,2.928,0.0,0.0,0.0,0.0
2022-03-19 18:00:00,1.437,0.0,0.0,0.0,0.0
2022-03-19 19:00:00,0.406,0.0,0.0,0.0,0.0
2022-03-19 20:00:00,0.45,0.0,0.0,0.0,0.0
2022-03-19 21:00:00,-0.007,0.0,0.0,0.0,0.0
2022-03-19 22:00:00,-0.307,0.0,0.0,0.0,0.0
2022-03-19 23:00:00,-1.102,0.0,0.0,0.0,0.0
2022-03-20 00:00:00,-2.041,0.0,0.0,0.0,0.0
2022-03-20 01:00:00,-2.686,0.0,0.0,0.0,0.0
2022-03-20 02:00:00,-2.564,0.0,0.0,0.0,0.0
2022-03-20 03:00:00,-3.191,0.0,0.025,0.0,0.0
2022-03-20 04:00:00,-2.704,32.0,22.431,0.0,0.0
2022-03-20 05:00:00,-0.287,528.0,172.997,89.68759,51.063942
2022-03-20 06:00:00,3.607,1404.0,376.874,314.10687,264.3404
2022-03-20 07:00:00,6.255,2176.0,616.4,533.518,442.27557
2022-03-20 08:00:00,8.564,2892.0,754.704,745.39874,694.97296
2022-03-20 09:00:00,9.292,3176.0,838.596,766.62994,709.5698
2022-03-20 10:00:00,10.931,3304.0,964.398,916.15424,929.6422
2022-03-20 11:00:00,11.358,3472.0,914.833,875.68414,916.59894
2022-03-20 12:00:00,11.542,2680.0,705.927,780.76697,853.59204
2022-03-20 13:00:00,11.794,2228.0,588.287,596.6032,672.67645
2022-03-20 14:00:00,11.931,1148.0,337.153,391.19513,464.85437
2022-03-20 15:00:00,10.555,284.0,71.044,139.10596,212.97333
2022-03-20 16:00:00,8.12,4.0,1.156,9.627611,53.190945
2022-03-20 17:00:00,5.407,0.0,0.0,0.0,0.0
2022-03-20 18:00:00,1.897,0.0,0.0,0.0,0.0
2022-03-20 19:00:00,-0.41,0.0,0.044,0.0,0.0
2022-03-20 20:00:00,-1.07,0.0,0.439,0.0,0.0
2022-03-20 21:00:00,-1.918,0.0,0.556,0.0,0.0
2022-03-20 22:00:00,-1.837,0.0,0.553,0.0,0.0
2022-03-20 23:00:00,-2.519,0.0,1.341,0.0,0.0
2022-03-21 00:00:00,-3.524,0.0,1.831,0.0,0.0
2022-03-21 01:00:00,-2.623,0.0,0.815,0.0,0.0
2022-03-21 02:00:00,-2.781,0.0,0.101,0.0,0.0
2022-03-21 03:00:00,-2.787,0.0,0.032,0.0,0.0
2022-03-21 04:00:00,-2.437,40.0,25.326,0.0,0.0
2022-03-21 05:00:00,0.943,588.0,191.33,94.97798,54.137016
2022-03-21 06:00:00,4.533,1636.0,435.967,320.50836,280.9004
2022-03-21 07:00:00,7.457,2392.0,658.483,552.327,509.47382
2022-03-21 08:00:00,9.904,3224.0,843.209,761.11273,716.1263
2022-03-21 09:00:00,12.145,3504.0,955.301,874.0731,856.51215
2022-03-21 10:00:00,13.011,2896.0,900.113,855.71185,839.60925
2022-03-21 11:00:00,14.618,3624.0,988.392,880.43805,921.4919
2022-03-21 12:00:00,15.104,3144.0,832.031,784.38776,857.04443
2022-03-21 13:00:00,16.052,2380.0,691.566,618.5514,711.4839
2022-03-21 14:00:00,15.468,844.0,196.284,341.93253,398.05035
2022-03-21 15:00:00,14.36,180.0,45.078,138.97566,210.12006
2022-03-21 16:00:00,12.403,4.0,0.649,10.06321,51.03675
2022-03-21 17:00:00,11.003,0.0,0.0,0.0,0.0
2022-03-21 18:00:00,11.414,0.0,0.0,0.0,0.0
2022-03-21 19:00:00,11.23,0.0,0.0,0.0,0.0
2022-03-21 20:00:00,10.794,0.0,0.0,0.0,0.0
2022-03-21 21:00:00,9.971,0.0,0.0,0.0,0.0
2022-03-21 22:00:00,8.53,0.0,0.0,0.0,0.0
2022-03-21 23:00:00,7.059,0.0,0.0,0.0,0.0
2022-03-22 00:00:00,6.361,0.0,0.0,0.0,0.0
2022-03-22 01:00:00,6.001,0.0,0.0,0.0,0.0
2022-03-22 02:00:00,6.203,0.0,0.0,0.0,0.0
2022-03-22 03:00:00,6.51,0.0,0.0,0.0,0.0
2022-03-22 04:00:00,6.409,40.0,20.448,0.0,0.0
2022-03-22 05:00:00,7.92,568.0,183.841,100.32771,60.149006
2022-03-22 06:00:00,10.817,1584.0,425.026,326.89005,289.33362
2022-03-22 07:00:00,12.923,2292.0,645.208,558.7324,514.35284
2022-03-22 08:00:00,15.107,3180.0,826.851,761.60754,714.3964
2022-03-22 09:00:00,16.314,3536.0,925.838,879.098,861.1053
2022-03-22 10:00:00,17.021,3328.0,962.565,924.7783,937.69666
2022-03-22 11:00:00,16.933,3568.0,940.763,891.6162,935.9856
2022-03-22 12:00:00,17.356,3040.0,795.514,787.99274,860.6634
2022-03-22 13:00:00,16.897,2276.0,639.496,630.1383,727.5335
2022-03-22 14:00:00,15.25,1552.0,400.973,411.34848,505.70853
2022-03-22 15:00:00,13.584,540.0,150.711,191.39783,286.65686
2022-03-22 16:00:00,11.389,12.0,4.08,14.40192,72.79509
2022-03-22 17:00:00,9.063,0.0,0.0,0.0,0.0
2022-03-22 18:00:00,7.58,0.0,0.0,0.0,0.0
2022-03-22 19:00:00,6.532,0.0,0.0,0.0,0.0
2022-03-22 20:00:00,4.371,0.0,0.0,0.0,0.0
2022-03-22 21:00:00,4.487,0.0,0.0,0.0,0.0
2022-03-22 22:00:00,2.427,0.0,0.0,0.0,0.0
2022-03-22 23:00:00,2.852,0.0,0.0,0.0,0.0
2022-03-23 00:00:00,2.882,0.0,0.0,0.0,0.0
2022-03-23 01:00:00,2.753,0.0,0.0,0.0,0.0
2022-03-23 02:00:00,2.295,0.0,0.0,0.0,0.0
2022-03-23 03:00:00,1.997,0.0,0.0,0.0,0.0
2022-03-23 04:00:00,1.58,48.0,25.125,0.0,0.0
2022-03-23 05:00:00,3.762,608.0,195.279,105.72629,65.20871
2022-03-23 06:00:00,8.353,1652.0,441.685,333.2445,291.02817
2022-03-23 07:00:00,12.049,2360.0,670.285,565.1822,520.4816
2022-03-23 08:00:00,14.02,3232.0,849.352,766.6561,719.27734
2022-03-23 09:00:00,15.254,3588.0,956.991,884.09894,865.6902
2022-03-23 10:00:00,16.085,3344.0,986.024,929.60156,942.4316
2022-03-23 11:00:00,16.996,3532.0,951.571,897.39484,941.886
2022-03-23 12:00:00,17.333,3132.0,831.371,792.62506,865.2246
2022-03-23 13:00:00,17.426,2444.0,645.062,625.7442,718.7515
2022-03-23 14:00:00,16.987,1392.0,407.765,420.42093,518.9887
2022-03-23 15:00:00,16.012,544.0,150.664,194.52043,289.8224
2022-03-23 16:00:00,12.333,16.0,3.956,15.730083,74.482635
2022-03-23 17:00:00,6.185,0.0,0.0,0.0,0.0
2022-03-23 18:00:00,4.692,0.0,0.0,0.0,0.0
2022-03-23 19:00:00,3.681,0.0,0.0,0.0,0.0
2022-03-23 20:00:00,4.272,0.0,0.0,0.0,0.0
2022-03-23 21:00:00,2.846,0.0,0.0,0.0,0.0
2022-03-23 22:00:00,1.34,0.0,0.0,0.0,0.0
2022-03-23 23:00:00,0.326,0.0,0.065,0.0,0.0
2022-03-24 00:00:00,-1.153,0.0,0.919,0.0,0.0
2022-03-24 01:00:00,-0.957,0.0,0.802,0.0,0.0
2022-03-24 02:00:00,-1.371,0.0,1.132,0.0,0.0
2022-03-24 03:00:00,-1.53,0.0,1.731,0.0,0.0
2022-03-24 04:00:00,-1.258,52.0,28.728,0.0,0.0
2022-03-24 05:00:00,3.692,588.0,183.133,111.1657,70.23425
2022-03-24 06:00:00,8.402,1568.0,420.526,339.5688,296.20703
2022-03-24 07:00:00,13.556,2240.0,643.503,571.5725,525.3212
2022-03-24 08:00:00,16.977,3064.0,817.619,771.6847,723.9326
2022-03-24 09:00:00,19.405,3384.0,930.157,889.075,870.4364
2022-03-24 10:00:00,21.241,3188.0,971.689,933.3255,940.87994
2022-03-24 11:00:00,22.539,3324.0,918.449,901.0153,940.3439
2022-03-24 12:00:00,23.342,2832.0,767.334,796.1993,868.81506
2022-03-24 13:00:00,23.708,2016.0,583.125,629.3199,722.3648
2022-03-24 14:00:00,23.238,1316.0,348.388,423.98523,522.9011
2022-03-24 15:00:00,21.529,400.0,110.041,197.60966,295.6986
2022-03-24 16:00:00,17.141,12.0,1.928,17.777765,78.25797
2022-03-24 17:00:00,15.757,0.0,,0.0,0.0
2022-03-24 18:00:00,14.238,0.0,,0.0,0.0
2022-03-24 19:00:00,13.362,0.0,,0.0,0.0
2022-03-24 20:00:00,11.631,0.0,,0.0,0.0
2022-03-24 21:00:00,9.429,0.0,0.0,0.0,0.0
2022-03-24 22:00:00,7.842,0.0,0.0,0.0,0.0
2022-03-24 23:00:00,7.577,0.0,0.0,0.0,0.0
2022-03-25 00:00:00,7.139,0.0,0.0,0.0,0.0
2022-03-25 01:00:00,6.53,0.0,0.0,0.0,0.0
2022-03-25 02:00:00,6.376,0.0,0.0,0.0,0.0
2022-03-25 03:00:00,5.851,0.0,0.0,0.0,0.0
2022-03-25 04:00:00,5.559,56.0,25.456,0.0,0.0
2022-03-25 05:00:00,9.215,580.0,183.074,116.64087,67.89716
2022-03-25 06:00:00,12.536,1368.0,374.065,345.8611,283.02673
2022-03-25 07:00:00,14.218,2108.0,616.737,581.71704,522.4253
2022-03-25 08:00:00,15.18,2100.0,565.211,736.88727,673.5647
2022-03-25 09:00:00,14.015,620.0,116.827,321.96466,280.69092
2022-03-25 10:00:00,11.756,380.0,82.844,171.17448,165.38731
2022-03-25 11:00:00,11.964,776.0,199.062,155.08232,156.38194
2022-03-25 12:00:00,10.912,484.0,108.615,185.32979,194.66135
2022-03-25 13:00:00,10.38,788.0,201.117,146.34383,162.6872
2022-03-25 14:00:00,10.929,364.0,104.751,233.57507,279.05875
2022-03-25 15:00:00,10.342,220.0,58.394,135.18906,202.38194
2022-03-25 16:00:00,8.554,16.0,2.336,16.333477,65.13371
2022-03-25 17:00:00,7.154,0.0,0.0,0.0,0.0
2022-03-25 18:00:00,6.76,0.0,0.0,0.0,0.0
2022-03-25 19:00:00,6.284,0.0,0.0,0.0,0.0
2022-03-25 20:00:00,4.386,0.0,0.0,0.0,0.0
2022-03-25 21:00:00,2.858,0.0,0.0,0.0,0.0
2022-03-25 22:00:00,2.721,0.0,0.0,0.0,0.0
2022-03-25 23:00:00,1.156,0.0,0.0,0.0,0.0
2022-03-26 00:00:00,0.504,0.0,0.0,0.0,0.0
2022-03-26 01:00:00,0.234,0.0,0.0,0.0,0.0
2022-03-26 02:00:00,-0.306,0.0,0.0,0.0,0.0
2022-03-26 03:00:00,-0.827,0.0,0.33,0.0,0.0
2022-03-26 04:00:00,-1.353,80.0,33.9,0.0,0.0
2022-03-26 05:00:00,3.534,636.0,189.127,122.14811,71.94657
2022-03-26 06:00:00,9.245,1576.0,423.994,352.12152,297.49805
2022-03-26 07:00:00,14.095,2248.0,649.328,588.068,535.1815
2022-03-26 08:00:00,16.58,3064.0,832.966,781.6838,733.401
2022-03-26 09:00:00,17.46,3420.0,947.261,897.88525,878.4513
2022-03-26 10:00:00,18.586,3196.0,981.229,941.794,948.8971
2022-03-26 11:00:00,19.598,3368.0,945.17,909.27454,948.43243
2022-03-26 12:00:00,20.195,3008.0,831.305,802.2655,874.6873
2022-03-26 13:00:00,20.668,2204.0,643.817,635.437,728.4594
2022-03-26 14:00:00,20.17,1540.0,410.752,429.26196,528.5328
2022-03-26 15:00:00,18.583,520.0,149.202,202.78401,300.86996
2022-03-26 16:00:00,14.393,16.0,4.974,21.004053,82.36853
2022-03-26 17:00:00,10.858,0.0,0.0,0.0,0.0
2022-03-26 18:00:00,9.04,0.0,0.0,0.0,0.0
2022-03-26 19:00:00,8.051,0.0,0.0,0.0,0.0
2022-03-26 20:00:00,8.126,0.0,0.0,0.0,0.0
2022-03-26 21:00:00,7.838,0.0,0.0,0.0,0.0
2022-03-26 22:00:00,8.925,0.0,0.0,0.0,0.0
2022-03-26 23:00:00,8.702,0.0,0.0,0.0,0.0
2022-03-27 00:00:00,7.602,0.0,0.0,0.0,0.0
2022-03-27 01:00:00,6.123,0.0,0.0,0.0,0.0
2022-03-27 02:00:00,6.591,0.0,0.0,0.0,0.0
2022-03-27 03:00:00,8.348,0.0,0.0,0.0,0.0
2022-03-27 04:00:00,9.512,0.0,0.808,0.0,0.0
2022-03-27 05:00:00,11.96,264.0,75.339,49.874218,15.155267
2022-03-27 06:00:00,13.822,1284.0,344.654,285.66165,190.39969
2022-03-27 07:00:00,15.222,1892.0,539.041,594.3134,528.7877
2022-03-27 08:00:00,15.709,2440.0,636.003,677.45624,585.2516
2022-03-27 09:00:00,16.331,3024.0,822.497,753.97046,680.38153
2022-03-27 10:00:00,17.853,3200.0,977.643,909.4541,907.31335
2022-03-27 11:00:00,19.02,3248.0,903.899,912.8606,951.7554
2022-03-27 12:00:00,18.982,2912.0,795.383,805.81177,878.11926
2022-03-27 13:00:00,18.687,2120.0,614.217,637.99207,730.96625
2022-03-27 14:00:00,18.124,1488.0,395.001,432.7947,532.22546
2022-03-27 15:00:00,17.509,528.0,149.282,206.68752,304.98462
2022-03-27 16:00:00,14.776,24.0,5.715,22.238894,82.35457
2022-03-27 17:00:00,11.416,0.0,,0.0,0.0
2022-03-27 18:00:00,9.608,0.0,0.0,0.0,0.0
2022-03-27 19:00:00,5.87,0.0,0.0,0.0,0.0
2022-03-27 20:00:00,6.356,0.0,0.0,0.0,0.0
2022-03-27 21:00:00,3.73,0.0,0.0,0.0,0.0
2022-03-27 22:00:00,2.503,0.0,0.0,0.0,0.0
2022-03-27 23:00:00,3.008,0.0,0.0,0.0,0.0
2022-03-28 00:00:00,1.413,0.0,0.0,0.0,0.0
2022-03-28 01:00:00,0.984,0.0,0.0,0.0,0.0
2022-03-28 02:00:00,-0.346,0.0,0.007,0.0,0.0
2022-03-28 03:00:00,-0.777,0.0,0.157,0.0,0.0
2022-03-28 04:00:00,0.503,64.0,32.343,0.0,0.0
2022-03-28 05:00:00,5.576,616.0,188.737,133.1622,95.70821
2022-03-28 06:00:00,10.996,1588.0,427.613,364.45163,316.34122
2022-03-28 07:00:00,14.478,2164.0,535.123,600.4871,544.7776
2022-03-28 08:00:00,17.294,3040.0,735.083,791.64594,742.85394
2022-03-28 09:00:00,19.082,3364.0,862.819,907.7003,887.7292
2022-03-28 10:00:00,20.492,3136.0,923.26,950.21674,956.9228
2022-03-28 11:00:00,21.64,3272.0,865.451,916.4319,955.2685
2022-03-28 12:00:00,22.308,2876.0,734.094,809.3438,881.6799
2022-03-28 13:00:00,22.622,2068.0,538.42,641.5284,734.7054
2022-03-28 14:00:00,22.354,1464.0,329.749,435.41162,535.01624
2022-03-28 15:00:00,21.15,532.0,103.797,209.65195,308.2241
2022-03-28 16:00:00,16.816,24.0,1.185,24.739252,87.43802
2022-03-28 17:00:00,11.907,0.0,,0.0,0.0
2022-03-28 18:00:00,10.482,0.0,0.0,0.0,0.0
2022-03-28 19:00:00,8.184,0.0,0.0,0.0,0.0
2022-03-28 20:00:00,6.886,0.0,0.0,0.0,0.0
2022-03-28 21:00:00,6.328,0.0,0.0,0.0,0.0
2022-03-28 22:00:00,5.088,0.0,0.0,0.0,0.0
2022-03-28 23:00:00,4.791,0.0,0.0,0.0,0.0
2022-03-29 00:00:00,4.824,0.0,0.0,0.0,0.0
2022-03-29 01:00:00,4.987,0.0,0.0,0.0,0.0
2022-03-29 02:00:00,5.319,0.0,0.0,0.0,0.0
2022-03-29 03:00:00,4.862,0.0,0.0,0.0,0.0
2022-03-29 04:00:00,5.922,36.0,14.303,0.0,0.0
2022-03-29 05:00:00,9.609,284.0,78.323,87.97557,27.529573
2022-03-29 06:00:00,14.641,1036.0,290.813,199.44286,114.47334
2022-03-29 07:00:00,18.581,1444.0,431.229,549.08514,459.7799
2022-03-29 08:00:00,20.436,2084.0,592.557,543.1626,433.66788
2022-03-29 09:00:00,22.968,3088.0,878.149,761.8319,689.6742
2022-03-29 10:00:00,24.368,2864.0,899.234,881.16864,863.04364
2022-03-29 11:00:00,25.712,3116.0,902.542,863.8587,885.4025
2022-03-29 12:00:00,25.876,2524.0,722.744,769.27484,817.1976
2022-03-29 13:00:00,26.27,2204.0,682.024,580.3257,633.9945
2022-03-29 14:00:00,25.052,1280.0,360.51,372.7071,430.1044
2022-03-29 15:00:00,22.867,208.0,68.05,148.33357,211.38359
2022-03-29 16:00:00,19.614,20.0,14.05,21.777328,70.56106
2022-03-29 17:00:00,16.376,0.0,2.323,0.0,0.0
2022-03-29 18:00:00,13.601,0.0,2.288,0.0,0.0
2022-03-29 19:00:00,12.428,0.0,2.283,0.0,0.0
2022-03-29 20:00:00,11.524,0.0,2.273,0.0,0.0
2022-03-29 21:00:00,10.075,0.0,2.242,0.0,0.0
2022-03-29 22:00:00,9.084,0.0,2.222,0.0,0.0
2022-03-29 23:00:00,8.476,0.0,2.234,0.0,0.0
2022-03-30 00:00:00,7.662,0.0,2.202,0.0,0.0
2022-03-30 01:00:00,8.546,0.0,2.211,0.0,0.0
2022-03-30 02:00:00,8.62,0.0,2.238,0.0,0.0
2022-03-30 03:00:00,7.088,0.0,2.673,0.0,0.0
2022-03-30 04:00:00,7.705,104.0,50.145,0.18539079,0.9442132
2022-03-30 05:00:00,11.18,512.0,166.985,144.24593,60.790462
2022-03-30 06:00:00,15.116,1436.0,410.79,368.8087,261.9497
2022-03-30 07:00:00,18.772,2040.0,630.775,612.65326,591.3116
2022-03-30 08:00:00,22.439,2824.0,811.926,801.5383,752.0776
2022-03-30 09:00:00,25.112,3176.0,929.489,916.358,895.7123
2022-03-30 10:00:00,26.404,3164.0,929.084,958.56696,964.90295
2022-03-30 11:00:00,27.301,2796.0,895.075,923.52747,962.06635
2022-03-30 12:00:00,27.271,2340.0,663.675,815.332,887.38055
2022-03-30 13:00:00,25.921,1348.0,391.159,574.84906,626.39777
2022-03-30 14:00:00,24.938,708.0,223.176,307.95154,352.48438
2022-03-30 15:00:00,23.063,208.0,66.512,108.19611,152.58403
2022-03-30 16:00:00,19.619,8.0,8.626,19.65394,59.727005
2022-03-30 17:00:00,16.927,0.0,2.322,0.0,0.0
2022-03-30 18:00:00,16.347,0.0,2.31,0.0,0.0
2022-03-30 19:00:00,15.246,0.0,2.307,0.0,0.0
2022-03-30 20:00:00,13.867,0.0,2.284,0.0,0.0
2022-03-30 21:00:00,13.235,0.0,2.29,0.0,0.0
2022-03-30 22:00:00,13.507,0.0,2.274,0.0,0.0
2022-03-30 23:00:00,12.622,0.0,2.261,0.0,0.0
2022-03-31 00:00:00,11.018,0.0,2.25,0.0,0.0
2022-03-31 01:00:00,9.308,0.0,2.248,0.0,0.0
2022-03-31 02:00:00,9.227,0.0,2.249,0.0,0.0
2022-03-31 03:00:00,8.805,0.0,2.495,0.0,0.0
2022-03-31 04:00:00,10.119,80.0,35.907,1.0997316,0.9441937
2022-03-31 05:00:00,13.735,388.0,118.492,120.975914,40.768337
2022-03-31 06:00:00,18.067,1000.0,281.618,185.46599,105.54753
2022-03-31 07:00:00,21.862,1376.0,408.108,408.84338,299.09335
2022-03-31 08:00:00,22.777,1312.0,359.432,404.0634,314.97693
2022-03-31 09:00:00,24.866,1832.0,519.012,496.28473,409.7167
2022-03-31 10:00:00,26.635,2696.0,841.345,703.92316,628.5467
2022-03-31 11:00:00,27.496,2108.0,590.162,799.7547,793.16815
2022-03-31 12:00:00,25.957,908.0,253.186,491.24805,481.2409
2022-03-31 13:00:00,26.039,880.0,250.637,262.95258,271.354
2022-03-31 14:00:00,25.019,336.0,110.05,181.72943,211.26071
2022-03-31 15:00:00,23.417,144.0,49.085,63.77093,91.1357
2022-03-31 16:00:00,20.495,4.0,7.994,16.173851,45.782063
2022-03-31 17:00:00,19.008,0.0,2.331,0.0,0.0
2022-03-31 18:00:00,18.728,0.0,2.351,0.0,0.0
2022-03-31 19:00:00,17.755,0.0,2.355,0.0,0.0
2022-03-31 20:00:00,16.628,0.0,2.301,0.0,0.0
2022-03-31 21:00:00,15.551,0.0,1.728,0.0,0.0
2022-03-31 22:00:00,14.424,0.0,2.287,0.0,0.0
2022-03-31 23:00:00,13.744,0.0,2.264,0.0,0.0
2022-04-01 00:00:00,15.179,0.0,2.274,0.0,0.0
2022-04-01 01:00:00,16.384,0.0,2.331,0.0,0.0
2022-04-01 02:00:00,16.839,0.0,2.323,0.0,0.0
2022-04-01 03:00:00,15.862,0.0,2.685,0.0,0.0
2022-04-01 04:00:00,17.004,96.0,35.196,1.3914982,0.94417775
2022-04-01 05:00:00,19.553,504.0,150.588,155.31155,74.22347
2022-04-01 06:00:00,22.856,1268.0,340.497,360.6299,253.1357
2022-04-01 07:00:00,25.284,1844.0,559.982,549.9746,450.57318
2022-04-01 08:00:00,26.66,2588.0,728.273,728.9164,650.6143
2022-04-01 09:00:00,28.089,2960.0,848.713,854.51117,807.04034
2022-04-01 10:00:00,29.379,3052.0,901.777,908.9714,900.2312
2022-04-01 11:00:00,30.192,2680.0,869.518,910.34827,947.2784
2022-04-01 12:00:00,30.524,2588.0,759.313,789.9319,845.44714
2022-04-01 13:00:00,30.386,2004.0,602.857,641.16156,724.3303
2022-04-01 14:00:00,27.761,664.0,216.146,432.24603,524.60046
2022-04-01 15:00:00,22.601,320.0,128.808,174.66989,247.70383
2022-04-01 16:00:00,19.495,12.0,14.225,37.99575,113.00378
2022-04-01 17:00:00,18.123,0.0,2.329,0.0,0.0
2022-04-01 18:00:00,18.443,0.0,2.383,0.0,0.0
2022-04-01 19:00:00,14.97,0.0,3.853,0.0,0.0
2022-04-01 20:00:00,13.644,0.0,2.278,0.0,0.0
2022-04-01 21:00:00,12.567,0.0,2.262,0.0,0.0
2022-04-01 22:00:00,13.06,0.0,2.298,0.0,0.0
2022-04-01 23:00:00,14.238,0.0,2.304,0.0,0.0
2022-04-02 00:00:00,14.222,0.0,2.323,0.0,0.0
2022-04-02 01:00:00,13.765,0.0,2.344,0.0,0.0
2022-04-02 02:00:00,13.324,0.0,2.334,0.0,0.0
2022-04-02 03:00:00,12.731,0.0,3.675,0.0,0.0
2022-04-02 04:00:00,13.599,116.0,43.737,0.0,0.0
2022-04-02 05:00:00,13.826,196.0,48.35,61.40565,21.80064
2022-04-02 06:00:00,15.87,912.0,198.028,229.74625,143.71765
2022-04-02 07:00:00,18.522,2136.0,585.856,395.2405,289.36166
2022-04-02 08:00:00,18.389,964.0,269.884,676.6239,599.25244
2022-04-02 09:00:00,20.293,3544.0,970.417,599.9469,527.881
2022-04-02 10:00:00,21.414,2864.0,933.959,897.0463,885.08167
2022-04-02 11:00:00,22.311,2624.0,1086.184,650.24896,605.5531
2022-04-02 12:00:00,22.528,2708.0,534.148,721.3935,748.93243
2022-04-02 13:00:00,22.71,2244.0,581.972,640.81354,722.5036
2022-04-02 14:00:00,22.449,1524.0,476.197,426.88187,507.42722
2022-04-02 15:00:00,21.04,504.0,230.629,220.62448,318.4029
2022-04-02 16:00:00,18.667,48.0,26.156,29.406315,82.79999
2022-04-02 17:00:00,16.298,0.0,2.354,0.0,0.0
2022-04-02 18:00:00,14.548,0.0,2.313,0.0,0.0
2022-04-02 19:00:00,12.042,0.0,2.299,0.0,0.0
2022-04-02 20:00:00,11.883,0.0,2.293,0.0,0.0
2022-04-02 21:00:00,12.298,0.0,2.284,0.0,0.0
2022-04-02 22:00:00,12.378,0.0,2.298,0.0,0.0
2022-04-02 23:00:00,11.844,0.0,2.307,0.0,0.0
2022-04-03 00:00:00,11.394,0.0,2.326,0.0,0.0
2022-04-03 01:00:00,9.945,0.0,2.309,0.0,0.0
2022-04-03 02:00:00,8.636,0.0,2.288,0.0,0.0
2022-04-03 03:00:00,7.602,0.0,3.103,0.0,0.0
2022-04-03 04:00:00,7.462,136.0,42.548,0.0,0.0
2022-04-03 05:00:00,8.956,604.0,175.677,144.88142,56.446987
2022-04-03 06:00:00,11.74,1724.0,418.432,400.2206,317.52045
2022-04-03 07:00:00,15.152,2472.0,673.675,635.8918,563.7682
2022-04-03 08:00:00,16.068,3256.0,851.546,810.611,758.3724
2022-04-03 09:00:00,17.111,3208.0,818.547,922.771,898.13654
2022-04-03 10:00:00,17.381,3224.0,883.941,896.24927,879.84985
2022-04-03 11:00:00,18.182,3484.0,898.17,915.30774,951.3602
2022-04-03 12:00:00,18.671,3268.0,896.88,817.9841,886.5863
2022-04-03 13:00:00,18.351,2368.0,643.796,658.5672,746.58276
2022-04-03 14:00:00,17.345,1524.0,448.121,340.94238,397.91528
2022-04-03 15:00:00,14.676,660.0,217.863,67.35246,95.11479
2022-04-03 16:00:00,12.257,0.0,15.386,13.148171,33.18489
2022-04-03 17:00:00,10.595,0.0,2.337,0.0,0.0
2022-04-03 18:00:00,10.503,0.0,2.256,0.0,0.0
2022-04-03 19:00:00,10.757,0.0,2.273,0.0,0.0
2022-04-03 20:00:00,9.646,0.0,2.289,0.0,0.0
2022-04-03 21:00:00,8.439,0.0,2.274,0.0,0.0
2022-04-03 22:00:00,6.565,0.0,2.209,0.0,0.0
2022-04-03 23:00:00,5.572,0.0,2.21,0.0,0.0
2022-04-04 00:00:00,5.007,0.0,2.213,0.0,0.0
2022-04-04 01:00:00,4.686,0.0,2.171,0.0,0.0
2022-04-04 02:00:00,4.895,0.0,2.181,0.0,0.0
2022-04-04 03:00:00,4.798,0.0,3.191,0.0,0.0
